Material Category,Material Type,Jurisdiction,Single Family Tons,Regional Single Family Composition,Multi Family Tons,Statewide Multi Family Composition,Total Residential Tons,Total Residential Composition
Other Organic,Prunings and Trimmings,Santa Clara (Countywide),3531,0.0102208468250129,1075,0.00776987682463602,4606,0.009519791374227688
Other Organic,Branches and Stumps,Santa Clara (Countywide),768,0.00222376368052079,0,0.0,768,0.0015876964707028118
Other Organic,Manures,Santa Clara (Countywide),644,0.00186310759121805,0,0.0,644,0.001330199505022836
Other Organic,Textiles,Santa Clara (Countywide),16715,0.0483866142972201,10310,0.0744969455238916,27026,0.05585500029356067
Other Organic,Carpet,Santa Clara (Countywide),9452,0.0273624525968649,867,0.00626191036404208,10319,0.021327025747670734
Other Organic,Remainder / Composite Organic,Santa Clara (Countywide),32314,0.0935391763382514,10346,0.0747577651799157,42660,0.08816709480972808
Inerts and Other,Concrete,Santa Clara (Countywide),2331,0.00674748599000661,526,0.00380054474914847,2857,0.005904566974380281
Inerts and Other,Asphalt Paving,Santa Clara (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Santa Clara (Countywide),337,0.000976424154137301,0,0.0,337,0.0006971357599786456
Inerts and Other,Clean Dimensional Lumber,Santa Clara (Countywide),361,0.00104415299719885,721,0.00520836277968044,1082,0.0022352495694836745
Inerts and Other,Clean Engineered Wood,Santa Clara (Countywide),14,3.95084917859024e-05,182,0.00131834677248041,196,0.0004052969539930366
Inerts and Other,Clean Pallets & Crates,Santa Clara (Countywide),446,0.00129249208842452,2756,0.0199110136755632,3202,0.0066179820137270366
Inerts and Other,Other Wood Waste,Santa Clara (Countywide),12407,0.0359160410685128,2921,0.0211054469970467,15328,0.03167973964435342
Inerts and Other,Gypsum Board,Santa Clara (Countywide),727,0.00210523820516308,574,0.00414580933333641,1301,0.0026889065127722626
Inerts and Other,"Rock, Soil and Fines",Santa Clara (Countywide),3313,0.00958927536346402,408,0.00294628003745275,3720,0.007689167209498532
Inerts and Other,Remainder / Composite Inerts and Other,Santa Clara (Countywide),2974,0.00861002917419915,348,0.00251265780565917,3322,0.006865986842910165
Household Hazardous Waste (HHW),Paint,Santa Clara (Countywide),0,0.0,1,4.0077500773254e-06,1,1.1463441154570668e-06
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Santa Clara (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Santa Clara (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Santa Clara (Countywide),446,0.00129249208842452,50,0.000361101619624407,496,0.0010260847619940406
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Santa Clara (Countywide),574,0.00166217869013546,63,0.000455389934663065,637,0.0013169986859574666
Special Waste,Ash,Santa Clara (Countywide),61,0.000176094991960022,129,0.000931303337992967,190,0.00039210862223027106
Special Waste,Treated Medical Waste,Santa Clara (Countywide),0,0.0,1022,0.0073855680185596,1022,0.002112507585062245
Special Waste,Bulky Items,Santa Clara (Countywide),16191,0.0468683593985904,3895,0.0281400658522521,20085,0.04151147119818522
Special Waste,Tires,Santa Clara (Countywide),97,0.000282203512756445,0,0.0,97,0.00020148432369324992
Special Waste,Remainder / Composite Special Waste,Santa Clara (Countywide),1118,0.00323687429131643,28,0.00020231600461172,1146,0.0023688940111446385
Mixed Residue,Mixed Residue,Santa Clara (Countywide),26848,0.077718847413125,4771,0.0344700708823858,31619,0.06534832042911289
Paper,Uncoated Corrugated Cardboard,Santa Cruz (Countywide),862,0.0161793494292533,484,0.0356791218393351,1346,0.020136845656698658
Paper,Paper Bags,Santa Cruz (Countywide),243,0.00456440900680248,72,0.00527466562364938,315,0.004708556221579018
Paper,Newspaper,Santa Cruz (Countywide),467,0.00876846993412055,630,0.0464310841690457,1097,0.016412131132616612
Paper,White Ledger Paper,Santa Cruz (Countywide),178,0.00333252138623951,72,0.0052869012166633,249,0.0037291645184382508
Paper,Other Office Paper,Santa Cruz (Countywide),158,0.00296937991079011,80,0.005887949186271,238,0.003561706152058538
Paper,Magazines and Catalogs,Santa Cruz (Countywide),588,0.0110395008536618,101,0.00747804221265661,689,0.01031669964144387
Paper,Phone Books and Directories,Santa Cruz (Countywide),98,0.00183526114900198,4,0.000306365386920027,102,0.0015249703885073466
Paper,Other Miscellaneous Paper - Compostable,Santa Cruz (Countywide),115,0.00216488187287143,40,0.00295972626349685,155,0.002326196251888482
Paper,Other Miscellaneous Paper - Other,Santa Cruz (Countywide),2699,0.0506666160130865,640,0.0471909615637325,3339,0.0499612288382028
Paper,Remainder / Composite Paper - Compostable,Santa Cruz (Countywide),5821,0.10928882373448,918,0.0676951863054057,6739,0.10084735786761748
Paper,Remainder / Composite Paper - Other,Santa Cruz (Countywide),835,0.0156821249474842,148,0.0109194056132361,983,0.014715526804629822
Glass,Clear Glass Bottles and Containers,Santa Cruz (Countywide),516,0.00968749720660404,223,0.0164193762236836,739,0.011053738065904362
Glass,Green Glass Bottles and Containers,Santa Cruz (Countywide),253,0.00474597974452718,20,0.00148785037811019,273,0.004084739479514767
Glass,Brown Glass Bottles and Containers,Santa Cruz (Countywide),238,0.00447222693995763,93,0.00682128720880721,331,0.0049489708196558116
Glass,Other Glass Colored Bottles and Containers,Santa Cruz (Countywide),31,0.000581026360719043,8,0.000619255891282891,39,0.0005887850780928523
Glass,Flat Glass,Santa Cruz (Countywide),3,4.74877314049218e-05,8,0.000579854656700671,10,0.00015553207439352685
Glass,Remainder / Composite Glass,Santa Cruz (Countywide),64,0.00120116026494802,54,0.00398097723909204,118,0.0017653266027292613
Metal,Tin/Steel Cans,Santa Cruz (Countywide),381,0.00715388706635321,126,0.00929533537355549,507,0.007588495913000087
Metal,Major Appliances,Santa Cruz (Countywide),0,0.0,0,1.0932797618282e-05,0,2.218821041593541e-06
Metal,Used Oil Filters,Santa Cruz (Countywide),7,0.000122909422459798,0,0.0,7,9.796484539126493e-05
Metal,Other Ferrous,Santa Cruz (Countywide),361,0.00676839842318385,103,0.00756548567504157,463,0.006930167992891275
Metal,Aluminum Cans,Santa Cruz (Countywide),153,0.00287105237282227,31,0.00227739446282066,184,0.002750568969743688
Metal,Other Non-Ferrous,Santa Cruz (Countywide),229,0.00429344959819793,104,0.00768714263469483,333,0.004982202631135903
Metal,Remainder / Composite Metal,Santa Cruz (Countywide),403,0.00756172287724254,116,0.00852379656968097,518,0.007756976592428515
Electronics,Brown Goods,Santa Cruz (Countywide),155,0.00290513180359521,61,0.00453436039488614,216,0.003235785201393144
Electronics,Computer-related Electronics,Santa Cruz (Countywide),14,0.000262579220709567,27,0.00201706805339667,41,0.0006186542963788785
Electronics,Other Small Consumer Electronics,Santa Cruz (Countywide),285,0.00534655987700119,35,0.00261664724282099,320,0.004792521669589194
Electronics,Video Display Devices,Santa Cruz (Countywide),374,0.00702818424792842,89,0.00653254413252071,463,0.006927593643810266
Plastic,PETE Plastic Containers,Santa Cruz (Countywide),376,0.00706170499950836,126,0.00925575177699064,502,0.007506988752678498
Plastic,HDPE Plastic Containers,Santa Cruz (Countywide),210,0.00393589491467851,63,0.00466298875785393,273,0.004083459259577106
Plastic,Miscellaneous Plastic Containers,Santa Cruz (Countywide),338,0.00634100884053955,87,0.00638361235962469,424,0.006349655262790514
Plastic,Plastic Trash Bags,Santa Cruz (Countywide),904,0.016978260675242,153,0.0112707745793956,1057,0.01581992127427386
Plastic,Plastic Grocery and Other Merchandise Bags,Santa Cruz (Countywide),194,0.00364538173431899,119,0.0087813977992591,313,0.004687740782088716
Plastic,Non-Bag Commercial and Industrial Packaging Film,Santa Cruz (Countywide),84,0.00157268192829241,23,0.00168720787646775,107,0.0015959250717669546
Plastic,Film Products,Santa Cruz (Countywide),1,2.23471677199632e-05,0,1.60033976566839e-05,1,2.105969391948803e-05
Plastic,Other Film - Other,Santa Cruz (Countywide),1401,0.0262970296144667,291,0.0214910767881785,1692,0.02532165719578746
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Santa Cruz (Countywide),167,0.00313977706465483,23,0.00167869818165958,190,0.0028432498003435657
Plastic,Durable Plastic Items - Other,Santa Cruz (Countywide),390,0.00731869742828794,153,0.0112605235062998,543,0.008118694551583195
Plastic,Remainder / Composite Plastic,Santa Cruz (Countywide),1100,0.020645989577281,457,0.0336593115318444,1556,0.023287054891206905
Other Organic,Food,Santa Cruz (Countywide),13000,0.244059005461648,3360,0.247713326035693,16359,0.2448006530861187
Other Organic,Leaves and Grass,Santa Cruz (Countywide),1108,0.0208080065432507,405,0.0298758256509316,1514,0.02264832853035503
Other Organic,Prunings and Trimmings,Santa Cruz (Countywide),623,0.0116931555094707,105,0.00776987682463602,728,0.010896922596186916
Other Organic,Branches and Stumps,Santa Cruz (Countywide),12,0.000217884885269641,0,0.0,12,0.0001736649531936053
Other Organic,Manures,Santa Cruz (Countywide),11,0.000198331113514673,0,0.0,11,0.00015807963688135849
Other Organic,Textiles,Santa Cruz (Countywide),2643,0.0496107123383183,1010,0.0744969455238916,3653,0.05466139559123215
Other Organic,Carpet,Santa Cruz (Countywide),96,0.00179894700145704,85,0.00626191036404208,181,0.00270470940212616
Other Organic,Remainder / Composite Organic,Santa Cruz (Countywide),4710,0.0884305360638593,1014,0.0747577651799157,5724,0.0856556350007086
Inerts and Other,Concrete,Santa Cruz (Countywide),127,0.00237997336217608,52,0.00380054474914847,178,0.0026682795939889908
Inerts and Other,Asphalt Paving,Santa Cruz (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Santa Cruz (Countywide),246,0.00462307032206738,0,0.0,246,0.003684814070966879
Inerts and Other,Clean Dimensional Lumber,Santa Cruz (Countywide),1092,0.0205091131749962,71,0.00520836277968044,1163,0.017403812215932776
Inerts and Other,Clean Engineered Wood,Santa Cruz (Countywide),426,0.00799749264778182,18,0.00131834677248041,444,0.006641954026705586
Inerts and Other,Clean Pallets & Crates,Santa Cruz (Countywide),0,0.0,270,0.0199110136755632,270,0.004040958009587554
Inerts and Other,Other Wood Waste,Santa Cruz (Countywide),2027,0.0380544332311323,286,0.0211054469970467,2313,0.03461462133641818
Inerts and Other,Gypsum Board,Santa Cruz (Countywide),414,0.00777681436654718,56,0.00414580933333641,470,0.007039898651913639
Inerts and Other,"Rock, Soil and Fines",Santa Cruz (Countywide),930,0.0174542553476772,40,0.00294628003745275,970,0.014509848800224422
Inerts and Other,Remainder / Composite Inerts and Other,Santa Cruz (Countywide),460,0.00863438692780077,34,0.00251265780565917,494,0.007391976534652173
Household Hazardous Waste (HHW),Paint,Santa Cruz (Countywide),15,0.000287719784394526,0,4.0077500773254e-06,15,0.00023014017362375268
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Santa Cruz (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Santa Cruz (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Santa Cruz (Countywide),80,0.00149446684127254,5,0.000361101619624407,85,0.001264449357239173
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Santa Cruz (Countywide),171,0.00320681856781472,6,0.000455389934663065,177,0.0026484136691937938
Special Waste,Ash,Santa Cruz (Countywide),0,0.0,13,0.000931303337992967,13,0.00018900884426778714
Special Waste,Treated Medical Waste,Santa Cruz (Countywide),0,0.0,100,0.0073855680185596,100,0.0014989076260130644
Special Waste,Bulky Items,Santa Cruz (Countywide),558,0.0104696480768027,382,0.0281400658522521,939,0.014055875147205266
Special Waste,Tires,Santa Cruz (Countywide),0,0.0,0,0.0,0,0.0
Special Waste,Remainder / Composite Special Waste,Santa Cruz (Countywide),179,0.00336324874185446,3,0.00020231600461172,182,0.0027217346195471085
Mixed Residue,Mixed Residue,Santa Cruz (Countywide),3645,0.0684326143504572,468,0.0344700708823858,4113,0.06153988581892565
Paper,Uncoated Corrugated Cardboard,Shasta (Countywide),887,0.0257667648205132,371,0.0356791218393351,1258,0.028065169442257655
Paper,Paper Bags,Shasta (Countywide),104,0.00301141300687519,55,0.00527466562364938,158,0.0035361994188952135
Paper,Newspaper,Shasta (Countywide),448,0.0130255343532942,482,0.0464310841690457,931,0.02077136815878029
Paper,White Ledger Paper,Shasta (Countywide),49,0.00143532058989468,55,0.0052869012166633,104,0.002328396847819715
Paper,Other Office Paper,Shasta (Countywide),85,0.00248144848137561,61,0.005887949186271,147,0.003271322872425124
Paper,Magazines and Catalogs,Shasta (Countywide),261,0.00757131611169444,78,0.00747804221265661,338,0.007549688444306189
Paper,Phone Books and Directories,Shasta (Countywide),11,0.000317426668919016,3,0.000306365386920027,14,0.00031486186000216393
Paper,Other Miscellaneous Paper - Compostable,Shasta (Countywide),77,0.00223302761004769,31,0.00295972626349685,108,0.002401529162254849
Paper,Other Miscellaneous Paper - Other,Shasta (Countywide),1838,0.0533966861759858,490,0.0471909615637325,2328,0.05195774828230493
Paper,Remainder / Composite Paper - Compostable,Shasta (Countywide),2749,0.0798562692043134,703,0.0676951863054057,3452,0.07703644652367421
Paper,Remainder / Composite Paper - Other,Shasta (Countywide),365,0.0105937700461842,113,0.0109194056132361,478,0.010669276032388618
Glass,Clear Glass Bottles and Containers,Shasta (Countywide),484,0.0140468201576424,171,0.0164193762236836,654,0.014596951051554152
Glass,Green Glass Bottles and Containers,Shasta (Countywide),76,0.00222198668243311,15,0.00148785037811019,92,0.002051760542308998
Glass,Brown Glass Bottles and Containers,Shasta (Countywide),185,0.00536865105258683,71,0.00682128720880721,256,0.0057054776669662665
Glass,Other Glass Colored Bottles and Containers,Shasta (Countywide),9,0.000256701567038856,6,0.000619255891282891,15,0.000340768003799925
Glass,Flat Glass,Shasta (Countywide),8,0.000237379943713351,6,0.000579854656700671,14,0.00031679046753387187
Glass,Remainder / Composite Glass,Shasta (Countywide),69,0.00199840789823798,41,0.00398097723909204,110,0.0024581115315206936
Metal,Tin/Steel Cans,Shasta (Countywide),412,0.0119628450703914,97,0.00929533537355549,508,0.011344322492551026
Metal,Major Appliances,Shasta (Countywide),0,0.0,0,1.0932797618282e-05,0,2.5350169013023176e-06
Metal,Used Oil Filters,Shasta (Countywide),0,0.0,0,0.0,0,0.0
Metal,Other Ferrous,Shasta (Countywide),287,0.00832982783881571,79,0.00756548567504157,365,0.008152597785612737
Metal,Aluminum Cans,Shasta (Countywide),118,0.00342544779242173,24,0.00227739446282066,142,0.0031592456092524
Metal,Other Non-Ferrous,Shasta (Countywide),100,0.00290100373072944,80,0.00768714263469483,180,0.004010778505416928
Metal,Remainder / Composite Metal,Shasta (Countywide),186,0.00541005453114149,89,0.00852379656968097,275,0.006132046190512707
Electronics,Brown Goods,Shasta (Countywide),0,0.0,47,0.00453436039488614,47,0.0010513942212202507
Electronics,Computer-related Electronics,Shasta (Countywide),125,0.00362142425758042,21,0.00201706805339667,146,0.0032494179116005014
Electronics,Other Small Consumer Electronics,Shasta (Countywide),277,0.00805435669483207,27,0.00261664724282099,304,0.006793500521827597
Electronics,Video Display Devices,Shasta (Countywide),0,0.0,68,0.00653254413252071,68,0.001514718406270615
Plastic,PETE Plastic Containers,Shasta (Countywide),331,0.00961388772039072,96,0.00925575177699064,427,0.009530845785363505
Plastic,HDPE Plastic Containers,Shasta (Countywide),284,0.00826413431950899,48,0.00466298875785393,333,0.007429127107120843
Plastic,Miscellaneous Plastic Containers,Shasta (Countywide),302,0.00877477722168305,66,0.00638361235962469,368,0.008220331456677594
Plastic,Plastic Trash Bags,Shasta (Countywide),520,0.0151150299043524,117,0.0112707745793956,637,0.014223652183668103
Plastic,Plastic Grocery and Other Merchandise Bags,Shasta (Countywide),433,0.0125811370168076,91,0.0087813977992591,524,0.011700081364508754
Plastic,Non-Bag Commercial and Industrial Packaging Film,Shasta (Countywide),33,0.000957800470564335,18,0.00168720787646775,51,0.0011269301084173404
Plastic,Film Products,Shasta (Countywide),59,0.00172238470787362,0,1.60033976566839e-05,59,0.0013267215288321626
Plastic,Other Film - Other,Shasta (Countywide),846,0.0245688241743318,223,0.0214910767881785,1069,0.023855178690874678
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Shasta (Countywide),407,0.0118331141709202,17,0.00167869818165958,425,0.009478582691019335
Plastic,Durable Plastic Items - Other,Shasta (Countywide),328,0.00952280006757048,117,0.0112605235062998,445,0.009925730629424255
Plastic,Remainder / Composite Plastic,Shasta (Countywide),1017,0.0295565632242158,350,0.0336593115318444,1367,0.03050787840124203
Other Organic,Food,Shasta (Countywide),8815,0.256091555788151,2574,0.247713326035693,11389,0.2541488733415319
Other Organic,Leaves and Grass,Shasta (Countywide),821,0.0238484036474808,310,0.0298758256509316,1131,0.025245998040381513
Other Organic,Prunings and Trimmings,Shasta (Countywide),702,0.020392593304119,81,0.00776987682463602,783,0.01746573041567334
Other Organic,Branches and Stumps,Shasta (Countywide),280,0.00813992388384503,0,0.0,280,0.006252498053666335
Other Organic,Manures,Shasta (Countywide),2,5.52046380728723e-05,0,0.0,2,4.24041916152345e-05
Other Organic,Textiles,Shasta (Countywide),2509,0.0728866836476133,774,0.0744969455238916,3283,0.07326005935751048
Other Organic,Carpet,Shasta (Countywide),351,0.0101907761882522,65,0.00626191036404208,416,0.009279779605761101
Other Organic,Remainder / Composite Organic,Shasta (Countywide),2753,0.0799683346196014,777,0.0747577651799157,3530,0.0787601460062016
Inerts and Other,Concrete,Shasta (Countywide),180,0.00523063945740465,39,0.00380054474914847,220,0.004899039588599787
Inerts and Other,Asphalt Paving,Shasta (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Shasta (Countywide),23,0.000656935193067181,0,0.0,23,0.0005046098802212911
Inerts and Other,Clean Dimensional Lumber,Shasta (Countywide),154,0.00448537684342088,54,0.00520836277968044,209,0.004653017518005128
Inerts and Other,Clean Engineered Wood,Shasta (Countywide),105,0.00304453578971891,14,0.00131834677248041,118,0.002644279744896077
Inerts and Other,Clean Pallets & Crates,Shasta (Countywide),25,0.000736981918272846,207,0.0199110136755632,232,0.005182915728440324
Inerts and Other,Other Wood Waste,Shasta (Countywide),987,0.028665008319339,219,0.0211054469970467,1206,0.026912152701999426
Inerts and Other,Gypsum Board,Shasta (Countywide),56,0.00162853682314973,43,0.00414580933333641,99,0.0022122235043918652
Inerts and Other,"Rock, Soil and Fines",Shasta (Countywide),364,0.0105606472633405,31,0.00294628003745275,394,0.008795083655168527
Inerts and Other,Remainder / Composite Inerts and Other,Shasta (Countywide),292,0.00849599379941505,26,0.00251265780565917,319,0.007108621746997494
Household Hazardous Waste (HHW),Paint,Shasta (Countywide),5,0.000138011595182181,0,4.0077500773254e-06,5,0.00010693976672244149
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Shasta (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Shasta (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Shasta (Countywide),46,0.00132767154565258,4,0.000361101619624407,49,0.0011035504026182877
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Shasta (Countywide),109,0.00316874622538287,5,0.000455389934663065,114,0.0025395930757144357
Special Waste,Ash,Shasta (Countywide),0,0.0,10,0.000931303337992967,10,0.00021594378534031873
Special Waste,Treated Medical Waste,Shasta (Countywide),0,0.0,77,0.0073855680185596,77,0.0017125113266030208
Special Waste,Bulky Items,Shasta (Countywide),16,0.000466479191715771,292,0.0281400658522521,308,0.006883227434343346
Special Waste,Tires,Shasta (Countywide),155,0.00451573939436096,0,0.0,155,0.0034686628741261868
Special Waste,Remainder / Composite Special Waste,Shasta (Countywide),30,0.000883274209165957,2,0.00020231600461172,33,0.0007253786166655684
Mixed Residue,Mixed Residue,Shasta (Countywide),1872,0.0543876094293938,358,0.0344700708823858,2230,0.049769276719697116
Paper,Uncoated Corrugated Cardboard,Sierra (Countywide),15,0.0205731672386676,3,0.0356791218393351,18,0.0220004491567872
Paper,Paper Bags,Sierra (Countywide),3,0.0037190066107415,0,0.00527466562364938,3,0.0038659926198074276
Paper,Newspaper,Sierra (Countywide),5,0.00709212559665615,4,0.0464310841690457,9,0.010809056153666213
Paper,White Ledger Paper,Sierra (Countywide),2,0.00217251731296198,0,0.0052869012166633,2,0.0024667790097129562
Paper,Other Office Paper,Sierra (Countywide),3,0.00397913697321458,0,0.005887949186271,3,0.004159490564152878
Paper,Magazines and Catalogs,Sierra (Countywide),8,0.0103880630464524,1,0.00747804221265661,8,0.010113110537509698
Paper,Phone Books and Directories,Sierra (Countywide),2,0.00208390147519643,0,0.000306365386920027,2,0.0019159514723882747
Paper,Other Miscellaneous Paper - Compostable,Sierra (Countywide),2,0.00240977907214072,0,0.00295972626349685,2,0.002461740679526232
Paper,Other Miscellaneous Paper - Other,Sierra (Countywide),32,0.0430472871261769,4,0.0471909615637325,35,0.04343880105268083
Paper,Remainder / Composite Paper - Compostable,Sierra (Countywide),66,0.0907854965031047,5,0.0676951863054057,72,0.08860381496756689
Paper,Remainder / Composite Paper - Other,Sierra (Countywide),7,0.00937326877526624,1,0.0109194056132361,8,0.009519355084282121
Glass,Clear Glass Bottles and Containers,Sierra (Countywide),11,0.0147765480186356,1,0.0164193762236836,12,0.014931770184571293
Glass,Green Glass Bottles and Containers,Sierra (Countywide),8,0.0109054651959868,0,0.00148785037811019,8,0.01001564447980534
Glass,Brown Glass Bottles and Containers,Sierra (Countywide),5,0.0064632390060619,1,0.00682128720880721,5,0.0064970690908928855
Glass,Other Glass Colored Bottles and Containers,Sierra (Countywide),1,0.00105481432695128,0,0.000619255891282891,1,0.0010136607093251232
Glass,Flat Glass,Sierra (Countywide),0,0.000368756228121178,0,0.000579854656700671,0,0.00038870180442005404
Glass,Remainder / Composite Glass,Sierra (Countywide),4,0.00602587696805771,0,0.00398097723909204,5,0.005832665186036902
Metal,Tin/Steel Cans,Sierra (Countywide),9,0.0125434289069437,1,0.00929533537355549,10,0.012236533693028425
Metal,Major Appliances,Sierra (Countywide),0,0.0,0,1.0932797618282e-05,0,1.0329823415691622e-06
Metal,Used Oil Filters,Sierra (Countywide),0,0.000611735138123505,0,0.0,0,0.0005539355137764612
Metal,Other Ferrous,Sierra (Countywide),8,0.0104046427838408,1,0.00756548567504157,8,0.010136385814240824
Metal,Aluminum Cans,Sierra (Countywide),2,0.0032502002432076,0,0.00227739446282066,3,0.003158284959672512
Metal,Other Non-Ferrous,Sierra (Countywide),8,0.010888313743516,1,0.00768714263469483,9,0.010585851981832598
Metal,Remainder / Composite Metal,Sierra (Countywide),9,0.0121861069804696,1,0.00852379656968097,10,0.011840074600124114
Electronics,Brown Goods,Sierra (Countywide),0,0.0,0,0.00453436039488614,0,0.0004284277804974126
Electronics,Computer-related Electronics,Sierra (Countywide),2,0.00262417222802513,0,0.00201706805339667,2,0.002566810158975628
Electronics,Other Small Consumer Electronics,Sierra (Countywide),4,0.00509398138381349,0,0.00261664724282099,4,0.004859911156671226
Electronics,Video Display Devices,Sierra (Countywide),5,0.00634603741417842,0,0.00653254413252071,5,0.0063636594495767
Plastic,PETE Plastic Containers,Sierra (Countywide),8,0.0112199084912839,1,0.00925575177699064,9,0.01103432569054252
Plastic,HDPE Plastic Containers,Sierra (Countywide),5,0.00637176459288454,0,0.00466298875785393,5,0.006210311383475903
Plastic,Miscellaneous Plastic Containers,Sierra (Countywide),4,0.00611449280582326,0,0.00638361235962469,5,0.006139920491997837
Plastic,Plastic Trash Bags,Sierra (Countywide),13,0.0173063872580716,1,0.0112707745793956,14,0.016736114073173568
Plastic,Plastic Grocery and Other Merchandise Bags,Sierra (Countywide),5,0.00701780263594956,1,0.0087813977992591,6,0.007184435434340444
Plastic,Non-Bag Commercial and Industrial Packaging Film,Sierra (Countywide),1,0.00200957851448983,0,0.00168720787646775,2,0.001979119414436579
Plastic,Film Products,Sierra (Countywide),0,5.71715082358416e-06,0,1.60033976566839e-05,0,6.689043994079294e-06
Plastic,Other Film - Other,Sierra (Countywide),20,0.0273994453220271,2,0.0214910767881785,22,0.026841194764755043
Plastic,Durable Plastic Items - #2 and #5 Bulky Rigids,Sierra (Countywide),7,0.0092760772112653,0,0.00167869818165958,7,0.008558240967167348
Plastic,Durable Plastic Items - Other,Sierra (Countywide),7,0.0100621854495081,1,0.0112605235062998,8,0.010175410087438481
Plastic,Remainder / Composite Plastic,Sierra (Countywide),13,0.0183349026912344,3,0.0336593115318444,16,0.019782825197443198
Other Organic,Food,Sierra (Countywide),183,0.249822339538157,19,0.247713326035693,202,0.24962306998408296
Other Organic,Leaves and Grass,Sierra (Countywide),15,0.0206846516797275,2,0.0298758256509316,17,0.021553077195504665
Other Organic,Prunings and Trimmings,Sierra (Countywide),7,0.00987637804774164,1,0.00776987682463602,8,0.009677345865683933
Other Organic,Branches and Stumps,Sierra (Countywide),5,0.0065347033913567,0,0.0,5,0.0059172737593130445
Other Organic,Manures,Sierra (Countywide),4,0.0048367095967522,0,0.0,4,0.004379714436026976
Other Organic,Textiles,Sierra (Countywide),25,0.0343263452598817,6,0.0744969455238916,31,0.038121853250770166
Other Organic,Carpet,Sierra (Countywide),6,0.00844994891725739,0,0.00626191036404208,7,0.008243212703247134
Other Organic,Remainder / Composite Organic,Sierra (Countywide),53,0.0730366017712877,6,0.0747577651799157,59,0.07319922541714159
Inerts and Other,Concrete,Sierra (Countywide),1,0.00158365077813281,0,0.00380054474914847,1,0.001793113388266644
Inerts and Other,Asphalt Paving,Sierra (Countywide),0,0.0,0,0.0,0,0.0
Inerts and Other,Asphalt Roofing,Sierra (Countywide),16,0.0212249224325562,0,0.0,16,0.019219491541075825
Inerts and Other,Clean Dimensional Lumber,Sierra (Countywide),1,0.001732296699546,0,0.00520836277968044,2,0.00206073183612092
Inerts and Other,Clean Engineered Wood,Sierra (Countywide),6,0.00774102221513296,0,0.00131834677248041,6,0.007134177512657569
Inerts and Other,Clean Pallets & Crates,Sierra (Countywide),6,0.0077238707626622,2,0.0199110136755632,7,0.008875369570447206
Inerts and Other,Other Wood Waste,Sierra (Countywide),11,0.0145787346001396,2,0.0211054469970467,12,0.015195409205295695
Inerts and Other,Gypsum Board,Sierra (Countywide),0,0.000463089216710317,0,0.00414580933333641,1,0.000811050002434079
Inerts and Other,"Rock, Soil and Fines",Sierra (Countywide),12,0.0164854043998049,0,0.00294628003745275,12,0.015206164000876123
Inerts and Other,Remainder / Composite Inerts and Other,Sierra (Countywide),2,0.00322447306450147,0,0.00251265780565917,3,0.003157217397789593
Household Hazardous Waste (HHW),Paint,Sierra (Countywide),0,0.000463089216710317,0,4.0077500773254e-06,0,0.0004197130320473401
Household Hazardous Waste (HHW),Vehicle and Equipment Fluids,Sierra (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Used Oil,Sierra (Countywide),0,0.0,0,0.0,0,0.0
Household Hazardous Waste (HHW),Batteries,Sierra (Countywide),3,0.00355606781226935,0,0.000361101619624407,3,0.003254192320364715
Household Hazardous Waste (HHW),Remainder / Composite Household Hazardous,Sierra (Countywide),2,0.00219824449166811,0,0.000455389934663065,2,0.0020335713636940767
Special Waste,Ash,Sierra (Countywide),1,0.000897592679302713,0,0.000931303337992967,1,0.0009007778215110958
Special Waste,Treated Medical Waste,Sierra (Countywide),0,0.0,1,0.0073855680185596,1,0.0006978233396429481
Special Waste,Bulky Items,Sierra (Countywide),10,0.0135782332060124,2,0.0281400658522521,12,0.014954103912637141
Special Waste,Tires,Sierra (Countywide),3,0.00412778289462777,0,0.0,3,0.0037377704761365023
Special Waste,Remainder / Composite Special Waste,Sierra (Countywide),0,0.000142928770589604,0,0.00020231600461172,0,0.00014853995687525307
Mixed Residue,Mixed Residue,Sierra (Countywide),57,0.0784255881375981,3,0.0344700708823858,60,0.07427246331772167
